x,y,c
21,32,25,-1
33,27,23,-1
16,20,7,-1
20,12,28,-1
29,20,23,-1
22,35,18,-1
11,25,25,-1
4,33,13,-1
17,13,1,-1
28,17,23,-1
7,19,35,-1
12,32,26,-1
35,13,26,-1
6,33,18,-1
14,6,2,-1
17,29,18,-1
0,4,7,-1
5,24,20,-1
34,21,33,-1
35,13,31,-1
22,20,30,-1
2,32,26,-1
28,11,3,-1
35,33,16,-1
33,11,3,-1
0,9,12,-1
18,25,32,-1
5,30,20,-1
26,29,5,-1
23,28,19,-1
34,31,19,-1
28,33,32,-1
19,5,23,-1
2,20,21,-1
35,18,12,-1
2,34,21,-1
14,32,10,-1
26,1,21,-1
10,7,30,-1
31,31,2,-1
30,9,13,-1
30,2,26,-1
26,1,12,-1
13,19,32,-1
14,18,30,-1
27,0,28,-1
28,30,4,-1
3,20,6,-1
4,10,13,-1
14,22,24,-1
16,16,14,-1
10,10,16,-1
0,16,33,-1
12,10,16,-1
9,24,15,-1
3,15,31,-1
12,8,6,-1
16,27,26,-1
2,11,17,-1
32,25,3,-1
0,21,19,-1
14,31,10,-1
10,32,26,-1
23,8,0,-1
4,33,25,-1
35,17,20,-1
10,29,28,-1
16,25,35,-1
7,8,10,-1
4,4,35,-1
7,20,21,-1
26,15,16,-1
16,25,28,-1
7,29,1,-1
23,13,34,-1
12,12,31,-1
13,22,24,-1
21,3,30,-1
21,26,2,-1
11,30,22,-1
11,1,6,-1
12,7,1,-1
8,24,7,-1
17,11,0,-1
18,34,13,-1
32,27,25,-1
28,20,27,-1
32,5,10,-1
26,26,0,-1
8,18,10,-1
30,29,27,-1
17,21,15,-1
18,9,19,-1
25,26,30,-1
25,24,8,-1
2,1,15,-1
7,9,35,-1
35,21,21,-1
25,28,27,-1
6,0,9,-1
16,11,18,-1
24,28,19,-1
3,26,29,-1
2,16,35,-1
12,21,4,-1
20,4,5,-1
16,11,30,-1
31,26,15,-1
16,16,7,-1
24,2,24,-1
33,34,35,-1
16,22,27,-1
35,5,17,-1
8,7,13,-1
8,19,35,-1
28,20,3,-1
33,16,30,-1
7,27,21,-1
22,8,17,-1
10,12,19,-1
14,9,17,-1
13,25,20,-1
20,5,25,-1
17,13,13,-1
31,1,32,-1
10,29,32,-1
13,6,28,-1
23,13,20,-1
8,16,8,-1
5,6,20,-1
4,20,29,-1
22,13,35,-1
22,33,4,-1
11,14,33,-1
4,25,15,-1
17,35,8,-1
13,28,31,-1
6,16,8,-1
26,4,4,-1
14,10,26,-1
34,14,26,-1
27,16,3,-1
6,2,0,-1
26,30,31,-1
24,34,20,-1
19,15,20,-1
27,9,12,-1
2,31,8,-1
11,1,13,-1
31,15,23,-1
2,13,17,-1
28,20,34,-1
32,7,16,-1
12,33,26,-1
7,1,25,-1
8,20,20,-1
8,28,29,-1
20,30,4,-1
29,21,5,-1
22,17,20,-1
9,19,13,-1
26,27,34,-1
4,23,5,-1
1,0,18,-1
27,23,20,-1
16,11,4,-1
17,19,12,-1
26,20,7,-1
31,29,28,-1
0,15,25,-1
1,24,24,-1
14,30,16,-1
28,15,19,-1
13,16,19,-1
32,7,23,-1
32,24,34,-1
16,21,34,-1
29,11,18,-1
0,6,11,-1
8,7,26,-1
34,8,30,-1
22,2,24,-1
18,31,3,-1
2,24,19,-1
1,0,27,-1
24,32,31,-1
3,13,32,-1
1,22,7,-1
35,22,14,-1
10,30,1,-1
16,8,25,-1
10,31,27,-1
14,29,2,-1
18,31,7,-1
17,33,7,-1
24,1,20,-1
35,20,13,-1
31,1,35,-1
3,0,21,-1
33,10,31,-1
34,26,4,-1
3,16,15,-1
10,31,8,-1
29,13,20,-1
0,10,17,-1
23,35,34,-1
7,14,19,-1
20,10,20,-1
19,29,21,-1
20,26,11,-1
16,4,18,-1
0,7,34,-1
31,17,29,-1
19,10,22,-1
3,10,33,-1
0,34,12,-1
35,21,26,-1
18,6,16,-1
18,5,9,-1
19,26,35,-1
11,22,3,-1
29,2,10,-1
7,33,8,-1
17,16,18,-1
3,0,9,-1
16,0,23,-1
28,35,8,-1
35,33,14,-1
15,16,20,-1
25,15,26,-1
4,26,28,-1
24,35,30,-1
34,23,27,-1
22,4,23,-1
5,7,23,-1
30,24,24,-1
17,32,3,-1
25,11,1,-1
20,27,33,-1
20,32,28,-1
26,0,35,-1
18,24,34,-1
12,3,1,-1
19,25,5,-1
6,10,29,-1
10,4,17,-1
14,1,29,-1
17,27,5,-1
34,27,12,-1
31,11,8,-1
24,17,24,-1
23,35,29,-1
1,11,12,-1
3,30,17,-1
8,16,8,-1
1,6,28,-1
34,0,30,-1
8,18,21,-1
13,16,28,-1
5,28,19,-1
13,16,0,-1
17,19,35,-1
26,20,10,-1
2,3,20,-1
0,12,16,-1
8,29,3,-1
0,8,3,-1
30,16,1,-1
31,9,18,-1
3,14,10,-1
22,7,6,-1
22,24,25,-1
21,15,25,-1
11,33,29,-1
11,33,21,-1
8,21,14,-1
27,2,2,-1
30,12,18,-1
32,8,27,-1
30,11,21,-1
20,14,28,-1
26,0,17,-1
31,2,12,-1
20,29,25,-1
29,21,3,-1
14,29,24,-1
29,20,26,-1
31,30,3,-1
30,6,27,-1
1,0,18,-1
23,20,32,-1
15,26,13,-1
12,1,15,-1
24,2,24,-1
30,31,9,-1
33,10,2,-1
21,19,2,-1
28,30,13,-1
11,4,19,-1
2,6,20,-1
0,29,20,-1
13,24,27,-1
26,1,8,-1
21,5,10,-1
9,35,6,-1
35,32,32,-1
1,34,15,-1
20,26,25,-1
33,1,30,-1
16,19,0,-1
16,35,9,-1
17,12,33,-1
24,2,14,-1
32,3,20,-1
7,29,19,-1
13,28,32,-1
25,9,30,-1
4,9,0,-1
9,6,17,-1
3,3,0,-1
19,35,35,-1
8,16,28,-1
6,4,10,-1
0,1,14,-1
20,24,23,-1
20,1,15,-1
16,26,4,-1
26,10,14,-1
26,35,0,-1
7,3,3,-1
23,2,3,-1
2,11,35,-1
30,33,20,-1
21,33,1,-1
35,34,25,-1
2,18,26,-1
17,14,32,-1
21,20,22,-1
15,26,21,-1
16,13,4,-1
35,0,23,-1
18,18,34,-1
18,29,11,-1
2,14,8,-1
3,29,6,-1
8,31,4,-1
34,28,18,-1
10,29,2,-1
12,9,8,-1
13,25,21,-1
34,24,21,-1
21,23,20,-1
35,5,13,-1
10,23,7,-1
34,6,0,-1
5,14,11,-1
25,28,3,-1
24,18,32,-1
26,30,21,-1
35,23,10,-1
0,21,15,-1
22,6,2,-1
22,5,23,-1
15,15,26,-1
22,30,32,-1
2,15,26,-1
13,4,18,-1
16,28,16,-1
28,35,26,-1
14,14,13,-1
4,14,35,-1
35,16,5,-1
1,2,27,-1
4,17,22,-1
30,19,16,-1
6,21,31,-1
32,34,0,-1
30,30,28,-1
10,3,7,-1
0,17,21,-1
14,21,0,-1
29,21,16,-1
34,2,35,-1
5,7,32,-1
28,17,16,-1
24,24,1,-1
20,20,16,-1
0,15,26,-1
28,5,29,-1
0,6,10,-1
1,0,12,-1
1,29,13,-1
34,7,31,-1
33,13,2,-1
29,21,0,-1
25,9,24,-1
7,9,24,-1
23,9,3,-1
29,18,25,-1
23,18,11,-1
13,35,11,-1
5,17,20,-1
18,15,27,-1
14,28,20,-1
32,1,21,-1
12,27,31,-1
0,34,4,-1
25,1,30,-1
8,30,12,-1
33,33,10,-1
8,11,9,-1
35,32,26,-1
19,15,5,-1
27,9,13,-1
27,21,15,-1
13,34,22,-1
24,14,0,-1
8,3,1,-1
2,28,11,-1
14,25,9,-1
24,14,0,-1
34,13,32,-1
4,13,27,-1
26,4,0,-1
3,31,2,-1
34,24,16,-1
20,12,30,-1
0,21,14,-1
17,3,6,-1
29,18,31,-1
18,22,25,-1
18,0,3,-1
14,5,32,-1
6,31,0,-1
22,14,11,-1
4,13,0,-1
20,13,12,-1
31,30,13,-1
9,11,33,-1
15,4,31,-1
26,22,17,-1
16,20,18,-1
35,35,3,-1
31,21,14,-1
31,23,8,-1
6,28,1,-1
22,28,31,-1
15,23,25,-1
28,32,0,-1
5,11,21,-1
0,18,7,-1
18,34,28,-1
16,33,7,-1
35,28,28,-1
29,23,31,-1
1,9,23,-1
3,12,16,-1
34,27,19,-1
3,35,16,-1
3,5,7,-1
24,5,25,-1
12,23,3,-1
20,19,0,-1
7,18,28,-1
15,27,31,-1
10,29,21,-1
34,32,33,-1
30,10,24,-1
13,13,3,-1
9,32,8,-1
33,1,14,-1
2,13,17,-1
6,13,17,-1
6,20,15,-1
15,15,7,-1
26,25,0,-1
11,23,12,-1
24,33,2,-1
28,27,31,-1
32,0,27,-1
4,13,28,-1
34,16,21,-1
16,2,14,-1
13,24,14,-1
28,3,29,-1
35,10,19,-1
35,1,22,-1
27,26,0,-1
29,34,27,-1
24,30,7,-1
32,15,21,-1
24,13,17,-1
26,9,19,-1
20,22,23,-1
35,15,7,-1
28,30,17,-1
27,30,18,-1
14,1,24,-1
14,31,23,-1
21,35,17,-1
28,31,12,-1
29,0,26,-1
10,6,15,-1
9,26,2,-1
33,25,33,-1
4,34,27,-1
1,25,1,-1
35,19,3,-1
24,13,14,-1
11,34,13,-1
8,7,25,-1
21,0,25,-1
27,27,31,-1
6,16,1,-1
24,29,27,-1
21,13,5,-1
13,14,30,-1
30,14,30,-1
13,18,23,-1
27,29,22,-1
21,17,9,-1
10,18,25,-1
15,9,32,-1
26,32,13,-1
27,20,22,-1
34,6,0,-1
3,35,30,-1
14,9,24,-1
8,23,6,-1
31,14,15,-1
33,15,33,-1
22,25,31,-1
12,20,21,-1
8,10,17,-1
1,2,1,-1
24,16,23,-1
4,20,2,-1
14,34,12,-1
3,22,35,-1
9,17,29,-1
25,31,9,-1
2,17,14,-1
13,9,35,-1
34,18,9,-1
31,35,27,-1
33,3,8,-1
0,23,28,-1
3,2,6,-1
31,5,28,-1
30,30,25,-1
3,19,20,-1
12,1,18,-1
27,15,27,-1
26,29,25,-1
15,25,25,-1
23,2,8,-1
31,2,32,-1
3,21,34,-1
9,16,19,-1
17,26,13,-1
6,30,13,-1
7,22,30,-1
25,29,9,-1
16,35,19,-1
6,15,8,-1
11,2,10,-1
19,13,28,-1
15,16,30,-1
29,5,26,-1
12,22,17,-1
6,28,27,-1
19,35,29,-1
13,4,23,-1
3,21,22,-1
22,7,17,-1
10,18,19,-1
0,1,32,-1
8,33,28,-1
2,26,33,-1
29,19,19,-1
26,25,28,-1
33,8,7,-1
26,21,12,-1
29,4,13,-1
32,6,20,-1
13,16,2,-1
33,32,19,-1
9,5,16,-1
2,23,7,-1
15,16,26,-1
15,22,15,-1
7,35,3,-1
30,6,4,-1
22,35,9,-1
35,31,15,-1
35,9,12,-1
1,22,24,-1
1,11,29,-1
17,29,17,-1
24,9,13,-1
30,24,16,-1
9,31,15,-1
28,5,21,-1
33,28,1,-1
6,7,32,-1
1,7,21,-1
29,24,23,-1
18,25,35,-1
11,7,28,-1
8,11,17,-1
2,6,5,-1
18,31,16,-1
13,24,22,-1
35,21,30,-1
16,7,1,-1
28,24,24,-1
14,18,13,-1
17,0,2,-1
32,27,25,-1
5,16,1,-1
22,18,23,-1
8,16,34,-1
24,29,22,-1
26,8,23,-1
20,24,30,-1
2,17,35,-1
26,11,17,-1
19,28,17,-1
22,5,24,-1
27,10,4,-1
8,12,22,-1
31,20,2,-1
30,9,12,-1
32,15,20,-1
0,16,25,-1
10,18,6,-1
9,24,33,-1
26,8,5,-1
23,10,10,-1
12,1,0,-1
16,26,13,-1
19,21,33,-1
1,31,22,-1
13,8,2,-1
14,8,18,-1
3,18,16,-1
9,28,20,-1
6,34,28,-1
27,22,18,-1
2,34,0,-1
2,30,26,-1
15,29,27,-1
29,31,3,-1
15,24,11,-1
17,2,35,-1
15,5,17,-1
11,30,25,-1
12,16,24,-1
4,8,26,-1
3,26,4,-1
3,28,34,-1
29,24,8,-1
0,17,3,-1
3,32,27,-1
30,30,10,-1
29,25,15,-1
27,17,26,-1
16,29,22,-1
20,13,30,-1
10,16,20,-1
14,35,29,-1
29,8,33,-1
1,9,14,-1
20,28,26,-1
27,23,0,-1
1,16,26,-1
33,7,23,-1
3,4,16,-1
25,4,29,-1
0,31,26,-1
0,25,25,-1
29,18,34,-1
26,35,23,-1
20,35,15,-1
11,27,2,-1
11,28,35,-1
17,5,6,-1
4,8,26,-1
0,34,31,-1
10,34,26,-1
16,34,15,-1
5,8,14,-1
19,14,29,-1
22,35,29,-1
2,26,20,-1
20,17,28,-1
19,15,34,-1
6,35,22,-1
12,0,0,-1
7,26,34,-1
13,6,13,-1
9,27,1,-1
3,11,15,-1
32,13,30,-1
5,31,0,-1
25,16,18,-1
34,15,33,-1
12,1,32,-1
34,14,12,-1
35,1,2,-1
13,15,8,-1
6,4,16,-1
7,7,7,-1
3,19,20,-1
13,25,16,-1
14,30,12,-1
12,28,27,-1
25,20,29,-1
21,19,7,-1
14,34,8,-1
32,27,3,-1
21,34,23,-1
1,21,30,-1
8,4,30,-1
28,34,35,-1
24,12,29,-1
0,24,2,-1
28,13,22,-1
1,14,21,-1
24,8,19,-1
32,5,11,-1
16,6,25,-1
3,7,26,-1
14,15,11,-1
24,23,9,-1
23,28,1,-1
16,28,5,-1
34,0,34,-1
21,17,28,-1
6,5,1,-1
6,18,22,-1
33,34,28,-1
2,17,15,-1
28,11,30,-1
19,35,33,-1
8,22,25,-1
9,19,34,-1
30,17,14,-1
28,18,32,-1
21,25,1,-1
2,31,19,-1
24,8,33,-1
32,10,31,-1
11,18,6,-1
21,2,6,-1
18,26,8,-1
24,0,27,-1
2,10,25,-1
16,3,7,-1
28,4,12,-1
30,6,23,-1
29,30,31,-1
7,26,5,-1
2,1,24,-1
24,22,6,-1
10,20,32,-1
19,24,12,-1
10,6,23,-1
35,23,26,-1
23,15,30,-1
35,25,16,-1
23,35,10,-1
18,22,16,-1
24,4,33,-1
28,28,35,-1
34,3,35,-1
10,2,24,-1
23,12,10,-1
10,28,33,-1
16,31,29,-1
26,30,34,-1
6,17,13,-1
32,16,35,-1
28,20,3,-1
25,12,32,-1
24,26,15,-1
3,16,17,-1
7,3,9,-1
18,29,17,-1
31,25,12,-1
4,31,7,-1
3,1,4,-1
16,13,0,-1
16,5,20,-1
35,10,12,-1
31,14,18,-1
26,18,35,-1
7,25,2,-1
33,7,12,-1
14,19,1,-1
27,23,33,-1
14,26,14,-1
34,23,8,-1
35,19,29,-1
35,18,4,-1
12,30,18,-1
30,20,0,-1
29,8,6,-1
12,5,29,-1
4,35,12,-1
5,6,0,-1
18,0,6,-1
13,35,9,-1
1,14,28,-1
30,13,27,-1
34,5,21,-1
33,0,21,-1
33,9,29,-1
19,1,14,-1
13,5,30,-1
5,27,16,-1
21,25,17,-1
8,18,32,-1
17,19,26,-1
26,30,3,-1
17,8,9,-1
2,5,25,-1
23,19,14,-1
33,2,32,-1
27,31,17,-1
1,1,8,-1
18,2,14,-1
35,10,32,-1
31,28,32,-1
21,18,26,-1
4,35,34,-1
29,17,20,-1
34,20,3,-1
29,33,5,-1
25,25,17,-1
22,6,34,-1
31,24,0,-1
25,23,11,-1
1,34,3,-1
33,35,1,-1
3,20,16,-1
18,13,33,-1
2,28,33,-1
5,21,31,-1
26,26,0,-1
7,12,6,-1
5,23,31,-1
22,12,34,-1
33,14,13,-1
16,27,12,-1
17,31,32,-1
13,29,26,-1
26,31,18,-1
23,16,19,-1
34,6,25,-1
14,30,17,-1
1,15,5,-1
12,1,33,-1
10,14,27,-1
23,30,19,-1
16,27,30,-1
28,4,23,-1
18,30,34,-1
16,34,14,-1
35,32,0,-1
4,11,10,-1
22,12,6,-1
27,24,7,-1
4,14,2,-1
32,2,32,-1
31,34,4,-1
5,26,8,-1
8,25,19,-1
6,5,17,-1
0,21,13,-1
16,25,4,-1
27,11,16,-1
33,18,20,-1
20,3,35,-1
22,35,17,-1
35,10,15,-1
19,15,21,-1
7,23,10,-1
26,9,32,-1
7,25,17,-1
1,5,22,-1
5,12,14,-1
2,25,12,-1
2,10,15,-1
1,12,30,-1
18,27,4,-1
13,26,35,-1
15,34,2,-1
25,24,27,-1
21,12,16,-1
18,29,2,-1
21,14,30,-1
35,32,20,-1
11,35,10,-1
7,0,2,-1
1,35,30,-1
22,28,20,-1
1,7,34,-1
20,13,23,-1
11,14,15,-1
8,13,8,-1
26,34,22,-1
20,13,35,-1
4,4,34,-1
14,11,34,-1
17,29,13,-1
27,31,22,-1
27,12,29,-1
26,32,22,-1
29,24,17,-1
24,12,30,-1
32,2,28,-1
34,22,5,-1
33,7,9,-1
31,1,1,-1
10,34,10,-1
3,5,5,-1
25,33,17,-1
35,3,30,-1
21,12,34,-1
18,0,10,-1
12,12,12,-1
20,26,14,-1
25,24,1,-1
15,35,3,-1
32,25,1,-1
6,29,7,-1
27,34,20,-1
24,33,3,-1
18,35,15,-1
32,17,31,-1
6,10,7,-1
34,30,33,-1
13,0,1,-1
14,31,17,-1
33,27,6,-1
35,13,15,-1
22,4,14,-1
6,28,27,-1
25,27,6,-1
20,23,4,-1
15,10,14,-1
2,8,8,-1
15,1,8,-1
33,32,3,-1
14,29,10,-1
0,8,23,-1
16,30,7,-1
10,16,16,-1
1,5,23,-1
24,25,10,-1
28,4,0,-1
22,22,9,-1
10,2,26,-1
19,15,22,-1
2,29,32,-1
29,29,4,-1
32,25,15,-1
4,35,31,-1
20,17,1,-1
7,21,6,-1
33,13,11,-1
14,15,13,-1
3,25,31,-1
29,24,10,-1
32,7,19,-1
8,0,29,-1
12,32,18,-1
7,16,18,-1
3,0,15,-1
20,23,0,-1
26,1,29,-1
17,15,8,-1
31,18,33,-1
6,27,22,-1
17,23,9,-1
16,31,9,-1
9,24,21,-1
28,31,2,-1
26,14,18,-1
5,34,22,-1
21,25,3,-1
14,22,18,-1
2,17,16,-1
35,24,23,-1
1,21,27,-1
10,1,2,-1
35,11,26,-1
1,19,2,-1
3,9,32,-1
1,30,31,-1
3,15,0,-1
6,9,22,-1
4,11,20,-1
20,26,24,-1
8,8,25,-1
35,34,26,-1
1,34,17,-1
8,35,0,-1
26,18,25,-1
22,35,19,-1
33,3,14,-1
13,9,23,-1
16,30,14,-1
0,14,5,-1
4,2,13,-1
29,17,11,-1
35,35,25,-1
17,23,4,-1
33,29,22,-1
3,31,2,-1
22,29,5,-1
17,22,30,-1
4,2,24,-1
19,18,19,-1
4,22,1,-1
17,15,35,-1
8,15,34,-1
34,12,1,-1
2,25,30,-1
5,28,25,-1
7,31,34,-1
28,12,21,-1
2,32,23,-1
27,31,22,-1
26,35,8,-1
27,16,4,-1
26,25,35,-1
4,3,11,-1
5,5,0,-1
15,10,9,-1
5,33,4,-1
3,25,16,-1
24,28,12,-1
28,35,8,-1
14,5,7,-1
2,32,4,-1
6,3,9,-1
5,23,12,-1
32,9,17,-1
13,24,8,-1
22,9,5,-1
26,13,31,-1
22,17,3,-1
34,25,2,-1
22,19,7,-1
30,22,19,-1
14,8,2,-1
23,14,6,-1
15,26,15,-1
32,3,19,-1
20,5,29,-1
26,11,22,-1
1,33,19,-1
4,12,9,-1
22,34,28,-1
29,8,30,-1
28,22,3,-1
11,25,33,-1
17,4,23,-1
12,17,7,-1
31,1,28,-1
4,7,4,-1
26,8,17,-1
26,12,29,-1
15,34,28,-1
7,7,16,-1
18,16,19,-1
21,27,8,-1
34,24,29,-1
21,0,26,-1
8,11,7,-1
1,16,15,-1
5,22,23,-1
22,28,0,-1
32,7,14,-1
4,31,22,-1
20,13,2,-1
3,14,9,-1
28,12,33,-1
1,13,33,-1
27,22,24,-1
14,23,4,-1
29,8,7,-1
17,10,35,-1
33,6,7,-1
27,26,2,-1
29,11,31,-1
31,30,9,-1
20,22,1,-1
17,3,14,-1
30,10,0,-1
19,25,3,-1
23,18,27,-1
10,15,18,-1
26,28,4,-1
33,20,31,-1
15,13,6,-1
26,25,0,-1
35,9,3,-1
0,7,6,-1
30,1,33,-1
11,20,22,-1
14,24,4,-1
22,34,0,-1
4,24,8,-1
24,1,28,-1
19,32,22,-1
25,22,27,-1
6,1,0,-1
25,17,7,-1
11,12,25,-1
8,23,9,-1
30,17,33,-1
15,3,12,-1
31,23,16,-1
3,12,18,-1
12,11,30,-1
34,17,33,-1
25,3,34,-1
5,28,16,-1
29,3,8,-1
18,28,31,-1
7,2,28,-1
5,33,12,-1
17,28,15,-1
13,32,7,-1
11,8,19,-1
6,22,0,-1
3,27,3,-1
17,32,31,-1
13,5,14,-1
21,23,22,-1
32,11,25,-1
5,16,22,-1
17,13,31,-1
32,26,7,-1
4,2,31,-1
23,24,17,-1
3,7,24,-1
6,24,20,-1
17,18,6,-1
11,3,9,-1
14,16,20,-1
3,21,0,-1
5,18,29,-1
16,14,0,-1
23,34,18,-1
18,1,6,-1
15,4,13,-1
3,26,17,-1
4,23,35,-1
10,15,19,-1
19,29,15,-1
4,12,0,-1
20,33,34,-1
30,14,12,-1
30,17,27,-1
12,16,28,-1
34,31,13,-1
27,15,19,-1
8,35,7,-1
24,25,22,-1
23,8,31,-1
2,28,7,-1
18,29,20,-1
16,23,34,-1
8,33,16,-1
35,25,32,-1
8,23,7,-1
1,30,2,-1
20,18,1,-1
7,6,26,-1
9,9,15,-1
4,11,23,-1
27,9,16,-1
12,5,19,-1
10,14,32,-1
6,29,21,-1
18,17,24,-1
6,18,18,-1
8,3,1,-1
26,10,23,-1
32,20,33,-1
27,4,24,-1
15,32,34,-1
11,8,3,-1
11,18,33,-1
7,5,27,-1
9,23,8,-1
13,9,7,-1
32,18,10,-1
13,24,0,-1
0,0,0,-1
13,28,5,-1
2,23,1,-1
0,14,25,-1
3,25,7,-1
17,13,28,-1
8,2,32,-1
32,15,5,-1
3,27,3,-1
29,4,27,-1
10,21,28,-1
10,34,0,-1
15,0,3,-1
32,0,17,-1
21,20,23,-1
9,1,0,-1
17,25,18,-1
13,1,33,-1
19,5,25,-1
22,14,9,-1
30,24,30,-1
2,35,9,-1
2,30,9,-1
5,7,26,-1
2,8,26,-1
25,33,27,-1
5,15,32,-1
23,28,33,-1
21,11,18,-1
26,14,33,-1
15,8,1,-1
10,10,16,-1
35,28,27,-1
8,13,34,-1
34,15,6,-1
24,5,4,-1
31,10,35,-1
7,34,27,-1
5,35,19,-1
3,5,33,-1
16,20,5,-1
18,10,31,-1
34,9,3,-1
25,18,16,-1
3,32,31,-1
26,1,16,-1
10,12,27,-1
9,20,5,-1
0,5,20,-1
19,8,25,-1
16,25,9,-1
1,23,20,-1
12,21,9,-1
15,27,27,-1
31,30,4,-1
7,0,5,-1
23,10,33,-1
30,19,17,-1
15,0,22,-1
35,19,11,-1
4,16,16,-1
30,33,3,-1
14,10,4,-1
23,5,31,-1
31,1,6,-1
35,24,6,-1
20,27,33,-1
17,22,16,-1
15,17,16,-1
17,33,16,-1
28,1,12,-1
8,31,9,-1
11,25,35,-1
16,29,5,-1
27,24,22,-1
13,3,10,-1
20,3,1,-1
17,0,3,-1
13,15,1,-1
10,13,34,-1
26,5,15,-1
2,30,11,-1
27,21,16,-1
27,17,9,-1
12,9,13,-1
14,22,32,-1
24,22,15,-1
5,19,16,-1
25,33,11,-1
26,7,4,-1
4,13,10,-1
19,31,20,-1
10,22,5,-1
7,29,23,-1
16,21,12,-1
10,35,14,-1
22,23,1,-1
2,9,0,-1
34,34,33,-1
25,4,20,-1
30,24,13,-1
20,7,8,-1
4,34,31,-1
25,5,4,-1
12,1,26,-1
4,11,25,-1
19,14,29,-1
0,16,2,-1
0,30,16,-1
14,35,0,-1
14,9,24,-1
28,29,11,-1
0,13,9,-1
11,3,14,-1
16,31,16,-1
6,0,7,-1
11,35,21,-1
4,35,17,-1
22,15,27,-1
18,9,27,-1
34,4,0,-1
22,32,10,-1
14,12,3,-1
23,24,6,-1
18,4,2,-1
14,26,18,-1
21,17,33,-1
23,2,32,-1
20,24,27,-1
12,23,17,-1
19,21,21,-1
35,24,17,-1
25,18,29,-1
29,5,33,-1
15,3,17,-1
33,17,23,-1
15,19,5,-1
12,22,7,-1
24,6,11,-1
32,34,14,-1
13,33,16,-1
34,13,4,-1
31,2,2,-1
4,11,7,-1
2,27,11,-1
35,24,8,-1
23,4,27,-1
28,32,13,-1
15,1,0,-1
26,33,34,-1
5,26,12,-1
1,4,25,-1
5,15,7,-1
7,19,19,-1
30,1,10,-1
21,1,34,-1
30,4,18,-1
1,12,31,-1
15,27,32,-1
31,33,9,-1
29,18,15,-1
21,19,35,-1
10,4,14,-1
18,27,13,-1
1,22,15,-1
27,23,32,-1
25,33,16,-1
24,35,28,-1
19,30,19,-1
31,25,16,-1
20,34,35,-1
15,20,18,-1
14,10,23,-1
28,28,14,-1
5,9,16,-1
0,0,20,-1
12,6,17,-1
28,30,16,-1
20,29,26,-1
3,4,31,-1
0,24,30,-1
35,3,30,-1
33,17,4,-1
0,25,13,-1
31,30,22,-1
27,11,3,-1
11,23,9,-1
29,16,19,-1
25,0,28,-1
16,20,32,-1
11,20,20,-1
21,35,3,-1
31,32,0,-1
0,13,25,-1
29,8,35,-1
15,15,10,-1
34,27,34,-1
23,0,14,-1
6,5,30,-1
14,1,14,-1
10,29,14,-1
10,14,13,-1
29,10,26,-1
29,26,3,-1
34,19,27,-1
34,14,22,-1
24,29,13,-1
22,16,29,-1
16,3,35,-1
27,17,0,-1
5,28,29,-1
0,18,24,-1
13,12,14,-1
3,5,4,-1
22,4,3,-1
29,18,33,-1
16,6,26,-1
29,9,7,-1
3,5,26,-1
2,32,7,-1
18,18,15,-1
28,18,34,-1
16,31,10,-1
30,15,31,-1
14,1,15,-1
33,31,13,-1
30,11,20,-1
21,20,9,-1
8,3,14,-1
34,5,11,-1
21,4,29,-1
1,32,11,-1
15,28,22,-1
5,2,1,-1
16,16,19,-1
12,13,30,-1
25,7,5,-1
25,8,5,-1
34,16,9,-1
13,14,30,-1
4,16,14,-1
13,33,10,-1
4,12,18,-1
26,33,20,-1
8,13,0,-1
27,25,29,-1
21,31,17,-1
6,20,25,-1
27,35,6,-1
0,12,0,-1
11,32,16,-1
25,9,13,-1
16,13,5,-1
34,19,18,-1
19,27,32,-1
35,34,1,-1
29,19,32,-1
10,5,33,-1
35,33,32,-1
21,13,24,-1
2,24,20,-1
34,30,9,-1
28,10,22,-1
33,8,21,-1
16,7,13,-1
28,7,11,-1
9,0,11,-1
22,26,32,-1
19,5,29,-1
15,7,7,-1
3,9,11,-1
3,7,5,-1
12,15,15,-1
14,13,4,-1
35,9,27,-1
28,17,34,-1
20,26,14,-1
11,12,20,-1
7,31,26,-1
1,26,33,-1
24,29,22,-1
35,12,9,-1
5,24,25,-1
0,18,2,-1
20,34,27,-1
12,26,8,-1
10,26,14,-1
5,1,27,-1
25,25,22,-1
15,6,29,-1
28,30,22,-1
14,9,15,-1
24,14,3,-1
29,31,2,-1
11,15,0,-1
2,27,6,-1
26,18,33,-1
4,23,14,-1
31,28,19,-1
34,24,25,-1
27,16,35,-1
29,11,9,-1
8,15,3,-1
28,8,14,-1
30,19,30,-1
30,1,1,-1
0,27,19,-1
13,31,6,-1
28,7,15,-1
11,5,3,-1
17,12,19,-1
16,5,10,-1
5,30,25,-1
25,22,13,-1
3,32,12,-1
33,26,13,-1
35,6,4,-1
18,20,16,-1
5,28,23,-1
20,3,28,-1
3,20,20,-1
2,17,25,-1
13,22,35,-1
18,11,1,-1
32,31,33,-1
8,28,23,-1
2,7,10,-1
6,6,30,-1
22,27,22,-1
9,27,5,-1
17,30,6,-1
1,32,23,-1
7,9,25,-1
6,8,17,-1
24,4,12,-1
21,28,20,-1
25,30,28,-1
35,17,34,-1
29,3,25,-1
31,29,16,-1
0,26,10,-1
6,28,22,-1
9,15,32,-1
15,21,4,-1
32,9,24,-1
24,11,32,-1
8,0,7,-1
0,35,24,-1
14,8,7,-1
19,3,16,-1
35,19,7,-1
